3539	1011
3135	1091
3705	4161
3543	2642
1635	4265
2100	3020
1806	2553
2421	2162
1158	735
286	3811
1261	4084
2810	755
2028	2632
818	3953
3815	2746
1121	3454
3684	3983
1488	2670
18	986
1193	2214
3848	4027
2949	4318
314	3512
3510	1793
2125	4363
866	569
685	3082
164	3190
726	1262
4700	4532
4143	3541
939	3518
590	3435
3674	5178
601	3595
1977	3531
3316	981
3586	1281
3868	4217
4590	3811
1751	5262
1104	1895
671	4699
1910	3465
1370	2395
469	1101
48	2946
2345	4651
1746	183
365	437
1705	3118
4250	4473
2708	2632
3883	1848
2788	951
3707	3510
4938	128
277	1733
3046	3461
3220	216
2071	4603
4273	1125
1429	4222
4839	1478
2386	4568
4522	2273
4539	4178
4731	328
4885	722
4703	2042
2949	4397
4608	866
3142	2670
4696	1726
4133	1789
2160	4229
4791	1045
5037	601
2557	1710
4208	5264
3391	613
4377	3554
4682	4542
340	4005
5285	2968
2280	1952
4377	3361
4664	2399
516	4394
4439	2207
4581	954
1234	3049
1204	4597
660	247
603	929
1101	1258
1432	1258
1543	1559
164	1379
1091	359
482	4020
2097	4756
3180	2421
3505	3553
2535	1501
3680	3502
1801	2041
1973	2520
4379	3057
1257	5187
4820	3019
2416	791
4205	808
3384	5182
2769	2022
5280	4898
2068	4205
5189	3793
2434	1093
2562	1467
3046	1256
1801	4954
5189	3116
5203	3067
4594	4298
1022	575
4868	3825
2547	4898
755	4531
1631	2190
4197	2631
2484	4631
2508	4927
373	80
1012	2489
3948	4042
4108	4825
3531	2986
2973	401
617	3729
4144	128
4318	3055
1524	1773
1171	975
3905	5163
1333	728
469	2164
4153	3208
439	1409
3837	3235
2621	2574
3025	2277
968	3353
165	4678
35	1043
367	2770
2785	4517
3804	1414
480	5076
4524	4665
4994	2013
2216	2060
560	1151
2375	698
2225	1994
1258	2792
4328	5222
2217	1638
439	2525
4668	3995
2574	2514
1892	1283
4679	1452
4793	2824
2980	86
2682	3709
15	4966
671	3242
13	966
5159	3934
4109	363
3021	761
4978	3667
359	4771
1323	3323
2519	2169
233	879
1874	1443
4138	2380
2078	629
3817	1118
3897	3588
4088	342
2150	3296
2564	3428
3031	4255
1623	1237
3126	218
2182	4554
1679	2635
4986	544
1987	2210
4728	1784
2980	8
1975	1832
3463	1423
4508	3982
11	2861
3852	866
4568	5166
3434	3156
2213	704
647	551
560	731
4665	1000
1022	606
692	3107
4728	1256
2468	2507
4505	3627
4411	4315
1307	3825
1895	3552
3456	1834
3330	4161
3524	4787
939	4223
2173	1011
2869	800
99	1704
3052	3185
845	5045
1683	885
1702	2004
1507	300
510	2618
1472	4688
2541	1467
3113	317
4426	835
631	3761
3019	4258
4965	4740
782	3835
1544	4094
4746	1616
2764	686
1200	3069
4646	3
2608	1324
4240	2225
3368	3362
241	4677
643	1893
4419	808
1725	1586
605	1275
2014	2791
800	3237
2833	2538
4485	1061
4471	2231
5	3197
3542	3513
2041	1933
5153	1899
4315	2417
1577	2242
8	2838
1980	4426
67	4866
4617	3769
1455	3167
4512	2766
808	1566
5108	4222
1775	4749
1563	3733
1770	3670
3757	4328
5006	2733
817	1284
948	4381
5014	199
3229	2593
896	3912
4289	11
1604	93
3600	3494
3897	3904
2282	1472
817	1264
2230	128
747	4084
2549	84
3184	601
2675	3245
5270	3405
398	423
5008	3420
3174	2051
3238	1624
2870	3909
1977	1237
2247	1652
4791	4562
2446	471
2559	5147
5205	1220
4969	903
3144	1344
4235	4220
4723	500
3986	1788
5045	4288
3510	4639
164	602
969	3159
3703	4210
1843	3481
3715	4490
199	4318
736	2851
3992	3856
1906	2786
4023	4027
2070	3764
1462	5254
2628	76
3286	1261
3569	5219
3662	2345
2334	5006
2425	2513
4696	1607
5267	5219
1926	1794
287	4242
3525	762
3383	3323
2911	3618
4143	1298
3411	2765
3763	1236
4551	578
3347	2206
2752	1032
5024	4517
2976	1320
761	1795
2751	2500
1725	1308
4517	1146
4911	3176
1611	2643
897	1769
4548	4920
5183	4384
3909	2462
4344	3608
5023	441
4919	108
4916	4102
3718	3805
2190	93
2834	3359
969	1310
3285	4572
2356	864
5050	436
1171	4696
1525	3043
1521	4921
3805	5147
4818	350
4868	3437
91	1279
550	2015
2149	2835
2824	3456
3362	4237
1555	4868
3395	1989
1808	1611
5100	1874
4058	4898
4604	5193
4214	566
2281	3558
3868	2749
2581	911
3510	4109
1950	4250
105	3456
295	4715
172	3559
444	4091
2663	3620
327	2640
4712	4481
955	3159
3064	2958
3177	3544
4410	4814
4318	2755
666	3770
1688	4520
3057	5083
4193	946
4565	2417
1494	1224
2833	2487
4856	4137
2980	4841
4046	3839
2939	1266
3654	1085
3076	4614
4756	839
4825	3472
3978	2980
326	1605
3538	4848
4328	3834
3556	592
4378	3517
2750	4679
3812	1866
2153	4709
2461	313
3047	2186
3170	5014
2988	3911
5104	3166
2249	1708
170	1407
4403	369
1725	4895
7	4116
2273	4846
4334	1860
5230	2034
4384	5178
2131	2838
3505	2954
108	3646
516	3299
1746	834
4036	1368
3341	2802
3446	3651
2965	49
169	2705
4233	4242
2326	4233
3788	216
4018	4069
2847	480
2420	4267
4415	1700
805	2187
2074	1743
3467	2289
4035	1702
295	382
3704	1447
4622	2598
106	1412
2382	1392
2593	342
4858	1832
4549	490
4582	700
1534	1832
3608	4395
575	977
601	3516
2647	2003
2063	2973
4822	2679
829	4611
644	1245
4316	2708
2853	1071
2381	2571
313	4166
4416	3751
4319	1687
424	590
1197	4199
4848	1535
399	3330
781	3553
1035	3325
3212	1161
97	3029
5056	2942
5025	4587
163	3786
4776	503
2264	3928
340	2587
3663	1203
3235	40
1937	2615
249	3802
1649	3922
1532	3742
2152	2162
2314	1037
1729	4896
2231	1690
3381	453
3545	1209
505	2644
2069	221
717	4337
2792	3140
496	735
3273	5045
354	2641
968	800
4275	5083
4864	270
2593	681
4344	3805
575	1410
5155	3775
4590	1548
2820	2184
1577	1983
4377	2699
913	3290
4849	2299
4089	1769
3415	59
2780	948
4427	2338
1496	1308
1790	2368
767	4284
3553	1247
2564	733
103	2010
4203	2780
4656	3807
3079	3415
491	2797
194	2277
4175	331
3284	2324
3098	1824
3606	106
2739	2406
2806	3663
4029	1843
2249	2535
4320	4568
326	1671
3568	4817
11	4310
4997	5129
4328	3278
4574	4472
2928	1047
191	3414
3729	3608
5227	3074
3576	60
3659	4965
3478	3973
609	3172
544	1705
54	1729
1179	4266
2512	1960
4909	3967
1967	725
1997	4471
78	5003
5283	1948
4182	1179
1043	1808
845	1631
3500	2025
4171	2003
1643	3634
2649	3405
2055	1999
1231	3771
738	4671
240	1238
4235	4265
2958	1743
3018	4394
2642	4121
424	2010
1865	3952
136	292
2087	2464
4871	994
3513	1121
4312	1706
797	5278
5053	522
3523	2969
3596	732
3904	1601
771	2610
4192	1824
4239	71
2324	2671
4481	4444
2373	2462
3719	3237
336	3986
5270	1809
515	4982
601	4003
1818	625
998	2983
4469	3626
4844	5064
2381	3364
3304	1632
5153	5125
2559	2544
216	2603
3567	686
761	1871
2508	1261
4478	4697
2840	3344
3645	4898
2980	4429
2679	363
3956	370
771	4556
761	4791
1392	2217
601	1485
1086	530
5247	145
2063	3510
4315	1234
5074	13
2320	4733
2509	4722
1775	2544
4178	4619
1377	1865
7	2679
3164	3376
271	4825
2015	1914
4527	2376
2071	4391
3688	4914
3928	1364
2186	2249
2731	2949
2753	4961
2488	5010
4471	170
1295	5103
1248	4834
209	1544
1834	220
4027	4023
3569	3405
2973	903
686	1409
1125	541
4127	2388
130	8
3498	1057
3243	4696
4868	3691
172	11
747	3496
3151	1244
1471	2211
241	2937
3649	3337
3573	3221
4488	2846
3113	661
807	3113
2251	3057
2827	2141
3207	2054
2509	2386
4850	4894
273	4437
762	1909
673	2337
4825	4063
5216	4573
3836	297
4586	231
2499	327
1876	4167
1972	1179
4936	3840
1245	1470
5117	1932
5128	2841
2116	2087
2322	4774
4752	226
856	1133
1095	5257
206	74
2598	2120
4766	3878
1275	974
4147	866
807	1455
1216	1150
1673	4667
3434	996
1419	3636
363	3411
3449	2506
3205	5103
3476	664
1691	2317
1158	555
199	2499
918	4265
4699	1074
4334	4507
369	3285
3510	2682
3589	2261
2117	2223
4548	2780
1930	1877
3617	2564
2664	4886
2238	3464
4924	1171
2083	887
2110	1132
2947	5062
393	1577
2459	4835
2640	4583
1882	1975
3205	4597
5127	108
2910	3757
4520	3591
3566	717
1049	1768
99	1389
3570	644
2249	5097
3406	4585
5161	4911
3841	4771
2152	5060
3207	4575
2914	887
2533	1390
3018	655
482	992
4565	4957
241	170
1437	1265
128	2081
2617	4368
2827	2643
4927	856
1754	1447
1795	2904
2183	1376
2072	3468
4561	3416
2760	3577
39	1045
1300	817
2904	4942
194	4323
2973	4698
4206	2083
1339	2034
4328	959
1412	2505
4344	1864
2986	426
3296	1385
3924	5143
1807	1041
1886	3056
2454	1513
864	4434
4720	3016
3979	2034
4517	685
3824	2824
1427	1574
970	1866
1776	1835
493	2884
3481	3074
5050	4911
30	298
4146	4113
274	783
1483	4913
3981	2031
1341	1596
5243	491
2169	4940
3555	415
366	4518
3260	579
91	580
2030	2128
2556	1127
4365	4682
1923	2186
231	3092
4756	1932
4886	3638
2314	4325
860	1892
1790	3555
626	3159
4518	1465
2079	3135
3119	3805
4924	3098
2635	204
2065	1035
2475	2421
2895	5214
5261	1594
3341	1961
686	4911
4139	3592
302	4696
1041	4042
128	437
5283	474
4288	4943
634	4793
3577	1961
233	1643
1501	2557
2068	3422
3694	496
2733	1448
1643	387
1885	2775
322	3794
1747	1858
702	874
3577	5264
2522	218
2249	3725
1107	2916
3794	3596
4290	1730
4284	813
3560	1966
563	2556
1263	4250
3382	1957
2178	3002
5147	263
3190	1138
1688	5050
138	2640
5147	556
3181	4747
191	4315
2499	2764
4682	4416
16	2683
233	1192
4937	4694
4210	3703
2681	2258
2338	3956
1685	5229
873	2499
2213	3974
1258	1776
2656	464
1720	8
4906	3971
3703	1477
3749	4862
2298	5050
2684	386
2778	682
3946	1006
4424	371
3270	543
5233	3162
617	2739
2388	2949
187	2132
3905	1588
4767	1265
3311	20
3739	2601
274	2128
1780	3176
4532	2383
365	4669
4532	4127
2048	274
4005	1799
5057	2477
396	1321
3099	57
59	3939
3601	4288
1221	1586
1826	103
4849	3055
2980	1104
912	1826
2454	4232
3351	4931
2537	5136
1481	199
4364	1256
1639	2036
3261	2139
2778	1264
4454	1436
5219	471
4175	1769
1852	2066
5	3057
2856	4284
4038	4419
11	4250
270	2020
5055	383
5237	1447
4397	1636
4348	4363
1284	3541
4744	373
2965	2702
3555	2078
4523	3975
1389	3833
22	1432
400	4759
217	1710
4824	1954
4848	3074
3508	26
2590	298
4440	808
4333	2870
2165	3372
4149	109
2512	1447
1131	4835
1988	3378
860	4705
4531	3372
3554	2671
11	4617
1835	3460
2922	1815
2244	475
230	1258
2402	5278
4692	1743
4265	3813
2570	69
4065	2429
2769	3636
1738	1652
4814	67
4458	3247
4253	1356
5085	3529
1111	4547
997	520
4411	5163
4597	4170
1417	1359
4828	1523
5016	1740
1743	2034
1960	4522
2226	5133
2158	2507
998	1826
1419	3663
395	1159
3676	2184
5015	2153
4491	2797
1104	3113
1622	2000
4210	1459
3296	2914
1313	4521
559	1186
3251	1838
2039	4076
686	2477
1639	3315
559	2332
1261	3323
4756	1637
5164	554
2343	3899
549	911
3805	1767
3714	1214
1238	3121
1137	918
2609	93
3834	3705
4447	3399
5045	4903
620	1537
761	4664
2392	4843
1195	2318
1610	4223
518	1388
2600	1671
349	1993
287	1042
3250	1621
4203	5046
832	2682
5000	944
918	1274
4776	5147
5104	1099
1293	514
2055	3417
4920	2958
3410	1592
1244	254
1248	5040
1099	4292
1678	700
480	990
1141	2791
3105	5261
3278	2391
5197	5045
2399	373
905	123
3005	1924
3593	4719
4902	4395
2562	97
322	3688
2021	886
3947	4886
2412	4795
2642	4091
1398	707
3726	2513
3343	1683
4218	264
4659	789
866	1197
1156	2739
634	395
1744	1435
4989	1743
198	4722
469	2373
2486	5050
491	2487
5027	194
4242	3891
1719	1913
1643	2559
1714	4752
2834	5197
4133	5116
3344	4000
2048	371
2391	2726
3911	3742
770	264
590	1422
1427	2641
1508	974
1322	4849
3540	1145
1541	1533
297	2152
5040	2168
4962	317
4237	4604
1635	3897
1526	3210
3278	1113
3978	3110
1091	3181
2460	3893
2934	2853
170	1192
4744	4043
3506	580
228	3452
5275	4937
266	1209
4631	3991
3101	4056
2122	3539
3521	4862
4590	2311
2628	1950
2311	4921
998	4161
1519	393
3508	5107
1617	627
42	5282
546	4501
4003	3562
4548	3769
2802	3110
3680	4756
3554	588
2707	4275
208	4491
1025	3572
1527	3832
170	3478
527	2090
3416	4483
4223	4692
1853	3646
614	1831
392	831
2230	208
4911	1211
3341	2512
1138	2512
3440	1768
1481	4727
2836	1200
2785	4478
4801	3418
5038	1091
2213	998
3173	2164
4444	370
779	4317
5015	270
4827	2682
3459	728
5081	4879
4985	4458
1554	5238
3207	1705
2218	4279
1671	2313
93	3891
505	1695
4969	236
3256	1290
1080	140
3705	781
1691	1447
54	1412
1989	4429
3817	2060
5068	864
1835	5076
2567	149
692	2513
277	1837
4510	3674
342	3107
4894	3577
4458	4696
81	1967
4035	601
3643	836
3955	2871
2074	1119
2682	176
1853	1439
3500	830
1248	5223
2646	2649
3332	4607
1777	1420
3483	929
2911	4411
4252	5029
3693	203
640	2272
5161	4548
3358	3071
1523	1837
3783	1688
4833	297
232	4854
3163	4423
2841	2921
3452	856
1376	1635
1580	2553
1372	4824
3454	2602
5273	2519
1047	974
4519	3709
4344	1295
5147	1892
4824	1476
3381	510
4985	2606
929	3486
1025	4834
1968	3371
3341	1392
1892	974
1830	3707
4080	1278
2575	5015
952	3013
3213	3762
3512	4783
2210	3055
993	1767
469	5125
2877	290
4284	1670
4293	2760
2457	2499
4410	1286
4471	4728
1203	3709
2256	1498
3545	5250
1635	106
4426	3670
1671	2481
2097	2612
3514	606
252	4661
2338	7
315	3085
520	2466
177	1507
1674	471
1552	1747
3812	15
3506	98
2749	3062
2823	1606
609	1656
2128	148
3709	2851
1395	2003
4288	2834
3942	3184
2638	864
4743	2802
216	3797
4284	650
1795	2727
4714	256
4026	1356
1113	3324
3531	480
3957	1093
688	1596
496	1914
1559	1543
2055	580
1553	4183
1532	4569
4825	5219
4777	1762
3397	203
4582	4434
3699	2249
2958	373
626	1016
1858	662
4119	3787
262	2197
1021	2544
4402	4113
3649	3938
2564	2037
1054	4757
1231	2846
4938	3083
589	2306
3959	1869
3950	2153
4146	2780
911	4746
1363	1678
86	2328
601	2714
1329	5045
3212	1344
1671	1412
2679	2179
3036	1501
1824	2506
2672	3014
322	1364
1255	4685
4133	4556
4824	719
4535	4143
559	3361
2369	2231
1588	4395
1900	4227
4562	2362
1790	2068
2342	3090
3771	2646
1311	952
3634	2609
1045	2671
737	3525
2841	4657
4044	1248
1012	4287
1723	1022
3110	4899
2038	5272
4617	4147
4248	76
4836	5045
4724	3702
1925	4456
1455	2780
4813	1012
142	793
971	853
1107	3510
663	762
1253	4757
3328	4887
736	1873
3953	1790
1648	4983
5081	4378
4420	2120
3659	4968
4945	1137
4199	3642
3911	2588
414	4831
4393	4999
3243	2058
1983	4833
2895	4363
1750	3886
4933	2130
2728	3823
2958	1626
3763	1874
3769	1092
1130	1752
1824	3336
800	5104
2877	3359
2376	2586
1833	4669
3834	3431
1370	1874
2374	1312
1871	2887
5081	2369
3207	2440
3757	3729
3608	1432
338	1419
4765	561
738	4783
2680	4282
4288	2910
432	4971
1611	3006
557	4621
3361	4965
3366	134
2375	122
856	4927
714	1836
733	5118
3350	2509
4406	4029
117	1409
3328	3967
650	79
621	1553
853	2241
4760	2692
5173	2513
366	4043
1825	2026
440	2788
4712	856
2227	2698
2249	4845
1978	2764
3055	4290
864	4506
803	1154
4110	4029
1389	3310
16	4973
2324	5136
4619	4206
679	5278
2022	3701
373	322
3697	1691
2266	339
1065	1164
3054	1353
3667	1567
4373	3508
4402	2096
3585	2328
4961	1537
3607	387
2662	1359
1590	1447
3079	2128
3757	1508
1978	3693
1105	1954
53	4512
4238	3253
2671	1043
4442	2635
1030	1284
4386	1399
128	4081
4125	3604
2643	799
5246	4481
4265	331
3184	2094
168	3799
5039	1035
2699	606
4828	4015
1657	3316
615	885
2143	3085
1145	5254
3635	5068
5128	779
4224	1372
3883	3258
1030	1016
3802	2261
2481	2076
1795	748
1592	4604
2416	3278
2278	5088
211	5217
2490	3481
2004	1275
1622	1483
4581	3850
3018	2513
1374	485
4501	5057
1584	4937
1161	2338
1213	1603
4291	3304
4455	200
1793	1829
1960	998
1486	1016
5236	685
1954	3357
1236	1292
3777	726
5026	500
817	685
884	3601
3224	2564
2198	4143
2727	2796
4908	2276
2125	2600
4244	3654
3911	5184
2031	5278
4791	3510
4107	4968
3242	3381
4510	2549
4378	4858
2072	5147
5037	962
3181	249
5014	3485
4942	932
4659	3168
3811	4265
2818	2486
3395	1527
622	3848
3974	5
5209	1396
3469	254
1453	1409
2802	2210
3323	4971
1790	4261
4951	4069
450	4060
2593	2983
4728	1766
3339	1274
3425	3858
2992	988
480	1072
866	3070
2072	3453
1078	420
2273	3797
4197	5209
96	4367
1125	4071
1845	3425
2390	1184
2433	4704
4513	5079
3604	1774
200	1588
4976	3388
2130	4516
1049	1197
27	3468
3456	4082
497	5269
2626	3242
4696	3510
2447	370
2809	2165
233	3106
1182	3530
1339	3959
3113	4471
1850	3893
2397	3361
919	1117
1909	3915
3823	4919
4957	192
1900	2186
2627	3500
89	1536
3388	1407
3049	3126
4921	4958
4657	3863
4449	4240
4677	354
1727	2980
988	3512
1889	870
1460	3649
4940	4604
649	1453
1269	2004
997	4157
1470	337
4333	2947
4661	1616
4809	515
5269	905
5197	4757
2266	5170
4547	478
763	3817
919	2083
968	929
240	3434
681	128
2085	503
3491	3853
2496	3167
4819	4835
1553	4402
748	1774
1734	5084
309	4384
590	2979
5251	4161
4239	2600
3385	4531
1663	5111
5123	4989
834	2145
3651	1481
1283	2840
3446	3659
3971	5166
4322	3254
1138	4825
4889	482
3879	4195
5050	2192
3983	3804
505	3932
2911	16
1704	4407
4529	1091
327	3240
26	3149
2057	319
1470	2137
3164	2028
553	3226
2439	2900
4003	3508
700	703
3705	1400
5135	2946
4837	2593
3729	3638
4715	1523
2397	4147
5261	655
5162	4519
3	5154
3730	4105
2197	2417
1265	5080
1895	1565
3164	3679
491	2786
2040	1298
2709	4718
3667	5127
2076	997
368	3170
3164	3549
4769	1858
3553	1785
4671	2610
1350	1989
4416	2055
2490	202
480	4962
3265	2147
158	1204
4915	262
4090	4247
2019	5147
2876	3337
2779	4107
2184	1671
845	2198
1865	1567
1780	3045
438	504
3852	3491
3583	4974
5236	1881
2512	3242
1911	4692
5068	2078
1909	5264
3468	2115
2399	2337
1320	2513
3788	1407
3837	1790
2296	1707
3910	3560
4592	3202
1069	1833
4822	805
4707	3432
4131	4605
2279	3322
2034	3366
1248	4410
4590	5173
4592	3159
4471	3079
2445	2295
2003	4423
5062	2849
3143	2125
5219	2520
1571	4115
3585	4023
4282	884
4175	3646
2608	796
2214	2761
680	1771
4913	587
4863	1827
4697	4978
3640	1896
1712	3085
4978	3801
577	4696
5211	3923
2474	4237
162	1307
866	1895
1395	3275
326	3600
1472	957
673	667
736	3811
2376	3146
1586	5284
1729	3141
4423	191
4071	3169
792	2232
1311	1274
3452	152
2004	4140
3802	1720
4107	2856
2272	1709
4387	2262
1768	2289
5199	152
3654	3512
4446	5057
2128	4146
1053	783
5249	3557
1908	77
2932	644
3237	1232
31	3836
681	2296
4983	2902
2719	5072
265	690
918	2828
4951	1104
2505	4531
91	4617
3429	3029
2175	601
4845	4902
3142	2784
4749	1006
1237	2317
1159	5230
2058	1771
1047	4565
3410	4568
690	1977
3006	1714
3826	4714
1462	781
503	4841
1350	2003
2369	58
4284	4451
1043	87
1184	239
4023	3731
2277	2048
3974	1981
5067	2038
3858	4625
4715	881
2567	4629
1997	3808
118	4239
4029	3554
201	5040
3184	1384
5113	4200
894	1960
1987	2764
300	3275
3083	579
3588	3691
3328	4069
4113	172
1824	2686
1791	424
3116	998
104	4064
2146	326
3089	3164
2938	44
5250	1697
644	918
1490	5286
3744	2137
4458	217
4855	4590
2986	4265
5111	3208
2224	4374
997	651
1543	4705
2809	1376
3805	3868
4659	204
3549	1660
31	2697
4656	3887
3324	1835
1274	4715
644	3018
5154	3802
1412	503
4265	5226
3459	902
1824	3328
1532	2110
4862	4344
406	2323
1096	2470
2120	1441
1372	5238
2834	4780
2750	5203
2261	2754
3575	2618
2167	3869
626	736
3278	1812
803	1284
733	3638
1221	2457
109	4161
4109	3693
3205	204
1235	478
3177	3852
4951	3085
1015	254
4965	3332
876	702
1984	3181
479	2947
2780	762
2042	4069
969	5222
3806	5248
1751	1171
821	2910
2125	242
2166	3439
2207	4536
4553	271
2055	568
1790	595
4820	3278
2780	4003
3766	3988
482	1876
537	958
1104	1223
2294	4384
363	516
74	2173
3487	2980
4057	4012
5104	207
2069	2147
755	1292
1743	5049
2246	602
528	1653
4303	4963
2311	783
1430	4965
4989	1835
1097	606
3144	4394
1532	3361
3543	2264
4179	48
549	2610
5163	1654
1113	1159
5062	4993
1396	897
5222	5229
3136	3366
3764	3531
1108	5122
723	3974
3381	1590
231	5111
1164	230
2848	3295
5099	3910
139	4616
962	5006
1481	3207
2079	772
1997	1420
4238	1643
1402	4113
3525	2753
4839	2235
3535	2278
1896	4678
4095	4063
504	1955
4239	717
1172	2090
4438	3544
3614	1973
3126	5128
1669	3878
700	1501
1254	4277
1961	2406
5104	2030
55	295
2391	3435
1989	4056
40	2995
2840	3247
2626	4697
5079	155
1047	495
1305	1954
4808	111
1255	2683
4212	2810
3205	2848
3410	3937
1766	8
1198	16
1988	1560
301	3004
4609	2788
4371	5130
5134	1642
2326	2040
1316	1883
4139	734
1385	2481
1478	2475
216	4944
4318	89
2442	1859
4471	5008
4226	2504
3739	4109
4310	2653
1873	2166
1166	354
3328	4712
3733	2686
1738	606
5008	2643
3541	3029
3153	5029
3541	22
467	2763
3301	3522
2629	5219
2311	5100
3165	179
4535	4965
5297	3433
5284	3651
4697	2740
3150	3252
932	5268
3636	2820
2505	252
5188	4198
285	835
2819	733
627	3099
1725	3119
3991	2504
4714	3897
2740	1856
1702	4212
371	1086
2316	2174
4420	3729
2927	3277
4719	3039
2646	4214
4660	1139
2407	1420
1280	836
4100	2854
4930	2190
3721	4825
106	3967
337	1470
2751	1757
87	3281
5109	2178
3478	3875
3229	2782
2532	269
3730	4645
816	1121
5122	4518
1465	3331
557	1637
4644	1770
1450	271
2981	1016
2337	396
185	1599
370	5042
4020	439
1119	3047
5133	18
906	2555
1766	2334
204	4666
1145	1830
2250	4887
1359	835
1441	5296
289	3718
2870	707
2858	5264
322	4807
1720	1441
605	1221
91	1966
2691	372
2095	3109
342	2028
1428	1147
442	4423
3250	3709
5142	3709
2603	783
3224	3448
2612	2421
3456	1619
4817	2612
4457	3440
1797	1255
783	4451
4203	4985
2150	945
3533	3449
4137	2764
3523	4201
3357	531
3405	4774
1588	1206
2443	3891
3636	1512
1773	2130
1440	950
4215	2566
1472	801
5061	203
3729	762
3934	2150
3686	2173
3569	3638
748	2765
1815	1476
431	3297
5234	3471
4283	2550
1283	4554
1833	2869
5199	4820
1445	3588
2349	2438
3508	4696
4205	2524
1592	3639
1957	1074
3522	5047
4933	839
1399	3918
1845	4637
3242	1402
1490	2080
3555	2307
2040	3117
3107	1295
4874	3190
1720	4659
549	2739
4071	4289
4957	3855
1925	1448
4125	4843
1679	3776
1427	4493
4082	5143
461	4604
1407	3838
474	3362
5156	3733
75	1169
1738	4113
4590	4757
5132	3140
1135	3923
4562	4661
3758	361
1125	2070
1162	4252
2231	4603
5263	3489
3799	3240
4845	2816
53	1944
3990	992
252	1806
2049	2662
5239	3047
373	4944
2877	2047
2950	4611
4288	4548
154	2337
4714	4951
2242	2567
4625	3324
279	4797
